SUBID,NEIGHBOURS
8214057.0,"[8200494.0, 8213996.0, 8214415.0, 8214269.0, 8206937.0]"
8214126.0,"[8205643.0, 8213884.0, 8214307.0, 8000131.0]"
8214148.0,"[8214165.0, 8214175.0, 8214414.0, 8213828.0, 8214290.0, 8214020.0]"
8214165.0,"[8214148.0, 8213828.0, 8214020.0, 8000128.0]"
8214168.0,"[8200203.0, 8200207.0, 8213753.0, 8214006.0, 8214026.0, 8213700.0, 8213777.0, 8213819.0, 8213302.0]"
8214175.0,"[8214148.0, 8214414.0, 8213828.0, 8214316.0, 8214025.0, 8213790.0, 8214304.0]"
8214182.0,"[8214377.0, 8213781.0, 8203671.0]"
8214222.0,"[8213794.0, 8213996.0, 8214415.0, 8213957.0, 8214103.0]"
8214278.0,"[8214308.0, 8213828.0, 8214269.0, 8214316.0]"
8214307.0,"[8205643.0, 8213804.0, 8214006.0, 8214126.0, 8000131.0, 8000132.0, 8000130.0]"
8214308.0,"[8214278.0, 8213828.0, 8214269.0, 8204644.0, 8213907.0, 8214316.0]"
8214364.0,"[8200203.0, 8213469.0, 8213700.0, 8303481.0]"
8214377.0,"[8200207.0, 8205643.0, 8214006.0, 8214182.0, 8213288.0, 8214033.0, 8213781.0, 8213777.0, 8203671.0]"
8214413.0,"[8209942.0, 8213829.0, 8000127.0, 8214136.0, 8214396.0, 8000131.0, 8000132.0, 8000130.0]"
8214414.0,"[8203847.0, 8214026.0, 8214148.0, 8214175.0, 8214309.0, 8213819.0, 8214290.0, 8214389.0, 8214304.0]"
8214415.0,"[8213794.0, 8213996.0, 8214041.0, 8214057.0, 8214222.0, 8214136.0, 8214232.0, 8206658.0, 8206267.0, 8206937.0]"
8212802.0,"[8205278.0, 8205568.0, 8210254.0, 8212352.0, 8212601.0, 8212766.0, 8212761.0]"
8210026.0,"[8209940.0, 8210254.0, 8210367.0, 8207099.0]"
8205388.0,[8213590.0]
8213288.0,"[8205346.0, 8213465.0, 8214377.0, 8213781.0, 8213777.0, 8213302.0, 8212996.0]"
8209643.0,"[8209187.0, 8209205.0, 8210325.0, 8209973.0]"
8213492.0,"[8212606.0, 8213590.0, 8212297.0]"
8209025.0,"[8210254.0, 8212352.0, 8207099.0, 8209529.0]"
8212297.0,"[8212606.0, 8212845.0, 8213590.0, 8213492.0, 8212810.0, 8303155.0, 8303052.0]"
8212816.0,"[8205346.0, 8208917.0, 8209454.0, 8212955.0, 8212510.0, 8212650.0, 8212621.0]"
8200838.0,"[8212949.0, 8212238.0]"
8208931.0,"[8208684.0, 8209187.0, 8209514.0, 8210248.0, 8210413.0, 8200089.0, 8206579.0]"
8212238.0,"[8212839.0, 8212911.0, 8212949.0, 8200838.0, 8212220.0, 8212551.0]"
8212629.0,"[8212496.0, 8212517.0, 8212865.0, 8212780.0, 8212680.0, 8205260.0]"
8212588.0,"[8212474.0, 8212911.0, 8212600.0, 8212733.0, 8212670.0]"
8212810.0,"[8212606.0, 8212845.0, 8212297.0, 8212734.0]"
8000127.0,"[8214413.0, 8214136.0, 8000130.0, 8000133.0, 8213946.0]"
8212954.0,"[8212268.0, 8212812.0, 8212877.0, 8212551.0, 8200711.0]"
8213030.0,"[8213204.0, 8213447.0, 8213614.0, 8213694.0, 8213774.0]"
8214309.0,"[8203847.0, 8214414.0, 8213819.0]"
8214033.0,"[8203751.0, 8205643.0, 8213951.0, 8214377.0, 8203671.0]"
8213700.0,"[8200203.0, 8213469.0, 8213753.0, 8213754.0, 8214168.0, 8214364.0, 8213559.0]"
8213211.0,"[8213059.0, 8213328.0, 8213438.0, 8213754.0, 8213774.0]"
8200125.0,"[8208947.0, 8208984.0, 8209343.0, 8212755.0, 8212776.0, 8200122.0, 8209695.0]"
8212600.0,"[8212443.0, 8212474.0, 8212791.0, 8212911.0, 8212588.0, 8212269.0, 8212733.0]"
8209676.0,"[8209556.0, 8208922.0, 8209309.0, 8209819.0, 8200162.0, 8200157.0]"
8212769.0,"[8212593.0, 8212736.0, 8212301.0, 8212427.0, 8212791.0, 8212953.0, 8212269.0]"
8213828.0,"[8214148.0, 8214165.0, 8214175.0, 8214278.0, 8214308.0, 8000128.0, 8213957.0, 8214269.0, 8214316.0]"
8213781.0,"[8205346.0, 8213951.0, 8214182.0, 8214377.0, 8213288.0, 8203671.0, 8209454.0]"
8213777.0,"[8200207.0, 8214168.0, 8214377.0, 8213288.0, 8213302.0]"
8213819.0,"[8203847.0, 8214006.0, 8214026.0, 8214168.0, 8214414.0, 8214309.0, 8203707.0]"
8200544.0,"[8200387.0, 8200141.0, 8200515.0, 8214435.0]"
8213302.0,"[8213753.0, 8214168.0, 8213288.0, 8213777.0, 8212996.0]"
8212776.0,"[8212755.0, 8200125.0, 8200122.0]"
8209210.0,"[8212268.0, 8212356.0, 8212859.0, 8209695.0, 8209743.0, 8212621.0, 8209571.0, 8209688.0]"
8212761.0,"[8205278.0, 8212601.0, 8212766.0, 8212802.0, 8212734.0, 8212327.0, 8205204.0]"
8207099.0,"[8210367.0, 8210026.0, 8209025.0, 8210413.0, 8206579.0, 8209529.0]"
8210413.0,"[8206862.0, 8206946.0, 8208684.0, 8209473.0, 8209514.0, 8210367.0, 8208931.0, 8207099.0, 8206579.0]"
8212734.0,"[8212390.0, 8212601.0, 8212606.0, 8212845.0, 8212810.0, 8212761.0, 8212327.0]"
8212220.0,"[8212744.0, 8212839.0, 8212238.0, 8212813.0, 8212779.0, 8212551.0]"
8214435.0,"[8209899.0, 8200515.0, 8209178.0, 8200544.0, 8200312.0, 8213879.0]"
8212780.0,"[8212326.0, 8212865.0, 8212871.0, 8212629.0, 8205260.0, 8205204.0]"
8212599.0,"[8212319.0, 8212361.0, 8212517.0, 8212518.0, 8212568.0, 8212408.0]"
8209973.0,"[8200670.0, 8209187.0, 8209327.0, 8210325.0, 8209643.0, 8200089.0]"
8200089.0,"[8209187.0, 8209327.0, 8208931.0, 8209973.0, 8206579.0]"
8200312.0,"[8200515.0, 8214041.0, 8214435.0, 8213879.0, 8206474.0]"
8212269.0,"[8212427.0, 8212683.0, 8212791.0, 8212600.0, 8212769.0, 8212733.0, 8212670.0]"
8200162.0,"[8208922.0, 8209828.0, 8209676.0, 8208927.0, 8200157.0]"
8208927.0,"[8208979.0, 8209828.0, 8200162.0, 8200157.0, 8209887.0]"
8212408.0,"[8212361.0, 8212514.0, 8212518.0, 8212710.0, 8212599.0, 8212226.0]"
8212327.0,"[8212606.0, 8212723.0, 8212761.0, 8212734.0, 8205204.0]"
8200157.0,"[8209309.0, 8209752.0, 8209676.0, 8200162.0, 8208927.0, 8209887.0]"
8213879.0,"[8209178.0, 8213829.0, 8214041.0, 8214435.0, 8200312.0, 8213865.0, 8214136.0]"
8209887.0,"[8208979.0, 8209752.0, 8208927.0, 8200157.0, 8209895.0, 8209861.0]"
8213774.0,"[8213059.0, 8213204.0, 8213694.0, 8213754.0, 8213030.0, 8213211.0, 8213559.0]"
8203671.0,"[8203751.0, 8213951.0, 8214182.0, 8214377.0, 8214033.0, 8213781.0]"
8203707.0,"[8203847.0, 8213987.0, 8214006.0, 8213819.0]"
8213865.0,"[8214041.0, 8213879.0, 8214136.0]"
8209454.0,"[8205346.0, 8208917.0, 8209520.0, 8213951.0, 8212816.0, 8213781.0, 8209277.0, 8209746.0]"
8214290.0,"[8203847.0, 8213987.0, 8214148.0, 8214414.0, 8214020.0]"
8212733.0,"[8212588.0, 8212600.0, 8212269.0, 8212670.0]"
8214136.0,"[8213829.0, 8214041.0, 8214413.0, 8214415.0, 8000127.0, 8213879.0, 8213865.0, 8214232.0, 8213946.0]"
8214020.0,"[8213824.0, 8213987.0, 8214006.0, 8214148.0, 8214165.0, 8214290.0, 8000128.0]"
8212226.0,"[8212384.0, 8212514.0, 8212710.0, 8212744.0, 8212787.0, 8212408.0, 8212813.0]"
8213559.0,"[8213694.0, 8213753.0, 8213754.0, 8213700.0, 8213774.0, 8212996.0]"
8209277.0,"[8209520.0, 8209836.0, 8209454.0, 8209746.0, 8209895.0]"
8212813.0,"[8212514.0, 8212727.0, 8212744.0, 8212220.0, 8212226.0, 8212779.0]"
8209746.0,"[8208917.0, 8209454.0, 8209277.0, 8209571.0, 8209688.0, 8209895.0]"
8212670.0,"[8212242.0, 8212683.0, 8212911.0, 8212588.0, 8212269.0, 8212733.0, 8212725.0]"
8214232.0,"[8213794.0, 8214415.0, 8214136.0, 8213946.0]"
8000128.0,"[8213804.0, 8213824.0, 8214165.0, 8213828.0, 8214020.0, 8000130.0, 8000133.0, 8213946.0, 8213957.0]"
8212996.0,"[8204892.0, 8204974.0, 8213332.0, 8213465.0, 8213614.0, 8213694.0, 8213753.0, 8213288.0, 8213302.0, 8213559.0, 8204880.0]"
8212725.0,"[8212242.0, 8212583.0, 8212660.0, 8212683.0, 8212755.0, 8212670.0, 8212302.0]"
8212302.0,"[8212660.0, 8212755.0, 8212725.0, 8200122.0]"
8212779.0,"[8212251.0, 8212514.0, 8212727.0, 8212850.0, 8212865.0, 8212220.0, 8212813.0, 8212551.0]"
8206579.0,"[8200670.0, 8206862.0, 8206876.0, 8206946.0, 8208684.0, 8209271.0, 8209327.0, 8209481.0, 8210217.0, 8212496.0, 8208931.0, 8207099.0, 8210413.0, 8200089.0, 8209529.0]"
8204880.0,"[8204892.0, 8204937.0, 8204974.0, 8213039.0, 8213169.0, 8213332.0, 8213614.0, 8213758.0, 8212996.0, 8212958.0, 8212955.0]"
8212958.0,"[8204892.0, 8205346.0, 8212764.0, 8213169.0, 8213465.0, 8204880.0, 8212955.0]"
8209529.0,"[8209271.0, 8210217.0, 8212352.0, 8212496.0, 8209025.0, 8207099.0, 8206579.0, 8212680.0]"
8212551.0,"[8212251.0, 8212812.0, 8212949.0, 8212238.0, 8212954.0, 8212220.0, 8212779.0, 8212745.0, 8212624.0, 8212853.0, 8200711.0]"
8212955.0,"[8204974.0, 8205346.0, 8212764.0, 8212816.0, 8204880.0, 8212958.0, 8212510.0, 8212650.0]"
8212680.0,"[8200670.0, 8209481.0, 8212352.0, 8212496.0, 8212629.0, 8209529.0, 8205260.0]"
8200122.0,"[8212660.0, 8212755.0, 8200125.0, 8212776.0, 8212302.0, 8209695.0]"
8205260.0,"[8212352.0, 8212391.0, 8212766.0, 8212629.0, 8212780.0, 8212680.0, 8205204.0]"
8209695.0,"[8208984.0, 8209343.0, 8209378.0, 8212660.0, 8212859.0, 8200125.0, 8209210.0, 8200122.0, 8209743.0]"
8209743.0,"[8208912.0, 8209378.0, 8209210.0, 8209695.0, 8209688.0]"
8205204.0,"[8205278.0, 8212326.0, 8212391.0, 8212478.0, 8212723.0, 8212871.0, 8212761.0, 8212780.0, 8212327.0, 8205260.0, 8212745.0]"
8212745.0,"[8212251.0, 8212478.0, 8212723.0, 8212871.0, 8212551.0, 8205204.0, 8212624.0]"
8212624.0,"[8212574.0, 8212606.0, 8212723.0, 8212551.0, 8212745.0, 8212853.0]"
8212853.0,"[8212574.0, 8212758.0, 8212551.0, 8212624.0, 8200711.0]"
8200711.0,"[8212677.0, 8212758.0, 8212954.0, 8212551.0, 8212853.0, 8212546.0]"
8212546.0,"[8212677.0, 8212758.0, 8212834.0, 8200711.0, 8212510.0]"
8212510.0,"[8212602.0, 8212677.0, 8212764.0, 8212834.0, 8212816.0, 8212955.0, 8212546.0, 8212650.0]"
8212650.0,"[8212268.0, 8212602.0, 8212816.0, 8212955.0, 8212510.0, 8212621.0]"
8212621.0,"[8208917.0, 8212268.0, 8212816.0, 8209210.0, 8212650.0, 8209571.0]"
8209571.0,"[8208917.0, 8209210.0, 8209746.0, 8212621.0, 8209688.0]"
8209688.0,"[8200340.0, 8208912.0, 8209210.0, 8209746.0, 8209743.0, 8209571.0, 8209895.0]"
8209895.0,"[8200340.0, 8209752.0, 8209836.0, 8209887.0, 8209277.0, 8209746.0, 8209688.0, 8209861.0]"
8209861.0,"[8208979.0, 8209569.0, 8209836.0, 8209887.0, 8209895.0, 8209623.0]"
8209623.0,"[8208979.0, 8209569.0, 8209934.0, 8209861.0, 8214396.0]"
8214396.0,"[8209942.0, 8209569.0, 8209934.0, 8213884.0, 8213951.0, 8214413.0, 8209623.0, 8000131.0]"
8000131.0,"[8213884.0, 8214126.0, 8214307.0, 8214413.0, 8214396.0, 8000132.0]"
8000132.0,"[8214307.0, 8214413.0, 8000131.0, 8000130.0]"
8000130.0,"[8213804.0, 8214307.0, 8214413.0, 8000127.0, 8000128.0, 8000132.0, 8000133.0]"
8000133.0,"[8000127.0, 8000128.0, 8000130.0, 8213946.0]"
8213946.0,"[8213794.0, 8000127.0, 8214136.0, 8214232.0, 8000128.0, 8000133.0, 8213957.0]"
8213957.0,"[8213794.0, 8214222.0, 8213828.0, 8000128.0, 8213946.0, 8214103.0, 8214269.0]"
8214103.0,"[8213996.0, 8214222.0, 8213957.0, 8214269.0]"
8214269.0,"[8200494.0, 8213996.0, 8214057.0, 8214278.0, 8214308.0, 8213828.0, 8213957.0, 8214103.0, 8204644.0]"
8204644.0,"[8200494.0, 8214308.0, 8214269.0, 8213907.0, 8206423.0]"
8000151.0,"[8000175.0, 8308823.0, 8000202.0]"
8000171.0,"[8000170.0, 8000185.0, 8000174.0, 9000151.0]"
8202689.0,"[8201502.0, 8202621.0, 8200512.0, 8202827.0, 8202858.0, 8202844.0]"
8122606.0,"[8100383.0, 8123385.0, 8123110.0, 8100028.0]"
8000020.0,"[8300292.0, 8307839.0, 8307958.0, 8307895.0, 8300127.0, 8000019.0, 8300006.0, 8300811.0]"
8000155.0,"[8303667.0, 8000157.0, 8309553.0, 8000156.0]"
8000163.0,"[8000328.0, 8303579.0, 8000165.0, 8000162.0]"
8000167.0,"[8000342.0, 8306955.0, 8300896.0, 8000166.0]"
8000169.0,"[8307383.0, 8000168.0, 8000229.0, 8307137.0, 8307288.0]"
8000225.0,"[8307914.0, 8300745.0, 8307952.0, 8307903.0, 8000227.0]"
8000301.0,"[8301690.0, 8000300.0, 8306479.0]"
8000304.0,"[8000325.0, 8306623.0, 8306967.0, 8000313.0, 8000302.0, 8000305.0]"
8000315.0,"[8000960.0, 8001019.0, 8307441.0, 8307445.0, 8307617.0, 8301237.0, 8000314.0]"
8000316.0,"[8000325.0, 8306383.0, 8306491.0, 8309915.0, 8309619.0, 8301214.0, 8302105.0, 8000313.0]"
8000324.0,"[8306451.0, 8307464.0, 8300168.0, 8000323.0, 8302376.0, 8301439.0]"
8000325.0,"[8000304.0, 8000316.0, 8301924.0, 8306967.0, 8309619.0, 8301427.0, 8000313.0]"
8000326.0,"[8000340.0, 8300662.0, 8306443.0, 8306445.0, 8306567.0, 8300194.0, 8000302.0, 8000305.0, 8301103.0]"
8000328.0,"[8000163.0, 8000342.0, 8303579.0, 8300896.0, 8300030.0, 8300127.0, 8000165.0, 8300140.0]"
8000340.0,"[8000326.0, 8000341.0, 8306402.0, 8000300.0, 8306479.0, 8300194.0, 8000302.0]"
8000341.0,"[8000340.0, 8306479.0, 8000313.0]"
8000342.0,"[8000167.0, 8000328.0, 8300896.0, 8000166.0, 8300140.0]"
8000343.0,"[8306656.0, 8306976.0, 8301345.0, 8000164.0, 8000228.0, 8300463.0]"
8000777.0,"[8000780.0, 8000781.0, 8306623.0, 8306937.0, 8301412.0, 8000776.0]"
8000778.0,"[8000782.0, 8300574.0, 8306699.0, 8306806.0, 8300563.0]"
8000780.0,"[8000777.0, 8000781.0, 8000779.0, 8000775.0, 8000776.0]"
8000781.0,"[8000777.0, 8000780.0, 8306623.0, 8306967.0, 8000779.0, 8306681.0]"
8000782.0,"[8000778.0, 8306699.0, 8302685.0]"
8000784.0,"[8306915.0, 8301300.0, 8000776.0, 8302063.0, 8307024.0]"
8000960.0,"[8000315.0, 8001019.0, 8302931.0, 8306515.0, 8307441.0, 8302174.0, 8302766.0]"
8001019.0,"[8000315.0, 8000960.0, 8307617.0, 8000314.0, 8302174.0]"
8300261.0,"[8307813.0, 8307973.0, 8300247.0]"
8300292.0,"[8000020.0, 8301472.0, 8307729.0, 8307895.0, 8306661.0, 8302063.0, 8300030.0, 8300127.0]"
8300349.0,"[8307619.0, 8301852.0, 8300900.0, 8301738.0, 8301809.0, 8000893.0]"
8300568.0,"[8000775.0, 8000776.0, 8300563.0, 8306661.0]"
8300574.0,"[8000778.0, 8306672.0, 8300563.0, 8302685.0, 8000774.0]"
8300579.0,"[8306806.0, 8300563.0]"
8300662.0,"[8000326.0, 8306567.0, 8306581.0, 8300194.0]"
8301472.0,"[8300292.0, 8306636.0, 8306661.0, 8000770.0, 8300030.0]"
8301499.0,[8307554.0]
8301631.0,[8307895.0]
8301728.0,"[8300900.0, 8307459.0]"
8301845.0,"[8307551.0, 8000300.0, 8301844.0, 8306581.0]"
8301913.0,"[8309915.0, 8309619.0]"
8301924.0,"[8000325.0, 8306967.0, 8306968.0, 8309619.0, 8300493.0, 8309631.0]"
8301998.0,"[8302152.0, 8301542.0, 8307378.0, 8302376.0]"
8302194.0,[8302174.0]
8302204.0,"[8000314.0, 8306377.0, 8306521.0, 8302174.0]"
8302486.0,"[8307412.0, 8301542.0, 8302376.0]"
8302525.0,"[8307445.0, 8300879.0, 8307378.0, 8302376.0]"
8302727.0,[8302685.0]
8302824.0,[8302685.0]
8302829.0,"[8306627.0, 8306681.0, 8302685.0]"
8302838.0,[8302766.0]
8302858.0,"[8306626.0, 8306672.0, 8302685.0, 8301173.0]"
8302887.0,"[8307630.0, 8302766.0]"
8302897.0,[8302766.0]
8302900.0,"[8306515.0, 8306559.0, 8307608.0, 8302766.0, 8306479.0]"
8302916.0,"[8307441.0, 8302846.0, 8302766.0]"
8302931.0,"[8000960.0, 8307441.0, 8302766.0]"
8302936.0,"[8307594.0, 8307630.0, 8302766.0]"
8302938.0,[8302872.0]
8302975.0,"[8306623.0, 8306382.0, 8302872.0]"
8303064.0,[8302872.0]
8303121.0,"[8306385.0, 8306682.0, 8306938.0, 8302872.0]"
8303197.0,"[8306682.0, 8306704.0, 8302872.0]"
8303224.0,[8302872.0]
8303315.0,[8302872.0]
8303667.0,"[8000155.0, 8000157.0, 8300502.0, 8301017.0, 8303670.0, 8303724.0, 8309553.0]"
8306383.0,"[8000316.0, 8306491.0, 8302105.0, 8306479.0, 8000313.0]"
8306385.0,"[8303121.0, 8306443.0, 8306576.0, 8306682.0, 8300863.0, 8306938.0, 8301842.0, 8301926.0]"
8306402.0,"[8000340.0, 8000313.0, 8000302.0]"
8306416.0,"[8306597.0, 8307494.0, 8301644.0]"
8306443.0,"[8000326.0, 8306385.0, 8306445.0, 8306576.0, 8306938.0, 8301842.0, 8306567.0, 8302872.0]"
8306445.0,"[8000326.0, 8306443.0, 8301103.0, 8306382.0, 8302872.0]"
8306451.0,"[8000324.0, 8307464.0, 8302376.0]"
8306491.0,"[8000316.0, 8306383.0, 8309915.0, 8301214.0, 8306521.0, 8302174.0, 8306479.0]"
8306515.0,"[8000960.0, 8302900.0, 8306559.0, 8302174.0, 8302766.0]"
8306559.0,"[8302900.0, 8306515.0, 8302174.0, 8306479.0]"
8306569.0,"[8306576.0, 8301842.0, 8301926.0, 8307459.0, 8301644.0, 8301251.0, 8306862.0]"
8306576.0,"[8306385.0, 8306443.0, 8306569.0, 8301956.0, 8301842.0, 8301251.0, 8301047.0, 8306567.0]"
8306584.0,"[8307551.0, 8307608.0, 8000300.0, 8302766.0, 8306479.0]"
8306597.0,"[8306416.0, 8307449.0, 8307494.0, 8307630.0, 8301644.0, 8306437.0, 8301047.0]"
8306609.0,"[8301986.0, 8307459.0]"
8306623.0,"[8000304.0, 8000777.0, 8000781.0, 8302975.0, 8306937.0, 8306967.0, 8000305.0, 8301103.0, 8306382.0]"
8306626.0,"[8302858.0, 8309518.0, 8302685.0, 8301173.0]"
8306627.0,"[8302829.0, 8306942.0, 8306968.0, 8301322.0, 8306681.0, 8302685.0]"
8306636.0,"[8301472.0, 8300563.0, 8306661.0, 8000774.0, 8000770.0]"
8306656.0,"[8000343.0, 8306973.0, 8307880.0, 8302872.0, 8000228.0, 8306677.0, 8301368.0]"
8306672.0,"[8300574.0, 8302858.0, 8302685.0, 8301173.0, 8000774.0]"
8306682.0,"[8303121.0, 8303197.0, 8306385.0, 8301926.0, 8306965.0, 8306960.0, 8306704.0, 8302872.0]"
8306699.0,"[8000778.0, 8000782.0, 8306806.0, 8000779.0, 8000775.0, 8302685.0]"
8306806.0,"[8000778.0, 8300579.0, 8306699.0, 8000775.0, 8300563.0]"
8306904.0,"[8301926.0, 8306965.0, 8300646.0, 8306862.0, 8307016.0]"
8306915.0,"[8000784.0, 8306937.0, 8000776.0, 8307024.0, 8302872.0]"
8306937.0,"[8000777.0, 8306623.0, 8306915.0, 8000776.0, 8302872.0]"
8306942.0,"[8306627.0, 8306968.0, 8302685.0]"
8306967.0,"[8000304.0, 8000325.0, 8000781.0, 8301924.0, 8306623.0, 8306968.0, 8301322.0, 8306681.0]"
8306968.0,"[8301924.0, 8306627.0, 8306942.0, 8306967.0, 8301322.0, 8309631.0, 8302685.0]"
8306973.0,"[8306656.0, 8306976.0, 8302872.0]"
8306976.0,"[8000343.0, 8306973.0, 8000164.0, 8302872.0]"
8307353.0,"[8307365.0, 8307369.0, 8307386.0, 8307554.0, 8300643.0, 8300466.0]"
8307363.0,"[8307386.0, 8302152.0, 8300466.0, 8307378.0]"
8307365.0,"[8307353.0, 8307369.0, 8307406.0, 8300643.0, 8300466.0]"
8307369.0,"[8307353.0, 8307365.0, 8300643.0]"
8307383.0,"[8000169.0, 8307556.0, 8000168.0, 8301700.0, 8300009.0, 8307440.0, 8300748.0, 8300673.0, 8307288.0]"
8307386.0,"[8307353.0, 8307363.0, 8307554.0, 8302152.0, 8300466.0, 8309148.0, 8309242.0]"
8307396.0,"[8307496.0, 8307570.0, 8307515.0, 8300009.0, 8307367.0, 8301098.0]"
8307398.0,"[8307441.0, 8307445.0, 8307556.0, 8302846.0, 8300466.0, 8307378.0]"
8307412.0,"[8302486.0, 8307464.0, 8309208.0, 8302152.0, 8301916.0, 8301539.0, 8301542.0, 8302376.0, 8301439.0, 8309054.0]"
8307421.0,"[8307449.0, 8307644.0, 8307367.0, 8301098.0, 8302766.0]"
8307439.0,"[8307619.0, 8307515.0, 8301755.0, 8301862.0, 8000893.0, 8000344.0]"
8307441.0,"[8000315.0, 8000960.0, 8302916.0, 8302931.0, 8307398.0, 8307445.0, 8302846.0, 8302766.0]"
8307445.0,"[8000315.0, 8302525.0, 8307398.0, 8307441.0, 8000314.0, 8300879.0, 8307378.0, 8302376.0, 8306377.0]"
8307449.0,"[8306597.0, 8307421.0, 8307494.0, 8307594.0, 8307630.0, 8307644.0, 8307389.0, 8300252.0, 8307367.0]"
8307464.0,"[8000324.0, 8306451.0, 8307412.0, 8302376.0, 8301439.0]"
8307476.0,"[8307494.0, 8307619.0, 8301852.0, 8300900.0, 8307459.0, 8300339.0]"
8307494.0,"[8306416.0, 8306597.0, 8307449.0, 8307476.0, 8301233.0, 8307447.0, 8307459.0, 8300339.0, 8301644.0, 8307389.0]"
8307496.0,"[8307396.0, 8307515.0, 8300339.0, 8307367.0]"
8307504.0,"[8300339.0, 8307389.0]"
8307536.0,"[8307556.0, 8300937.0, 8307406.0, 8300673.0]"
8307539.0,"[8307440.0, 8300748.0, 8302846.0]"
8307551.0,"[8301845.0, 8306584.0, 8307630.0, 8000300.0, 8301047.0, 8306567.0, 8302766.0]"
8307556.0,"[8307383.0, 8307398.0, 8307536.0, 8307406.0, 8300748.0, 8302846.0, 8300466.0, 8300673.0]"
8307570.0,"[8307396.0, 8300009.0, 8307440.0, 8302846.0, 8301098.0, 8302766.0]"
8307594.0,"[8302936.0, 8307449.0, 8307630.0, 8307644.0, 8302766.0]"
8307608.0,"[8302900.0, 8306584.0, 8302766.0, 8306479.0]"
8307617.0,"[8000315.0, 8001019.0, 8301237.0, 8000314.0]"
8307619.0,"[8300349.0, 8307439.0, 8307476.0, 8301852.0, 8307515.0, 8300339.0, 8000893.0]"
8307630.0,"[8302887.0, 8302936.0, 8306597.0, 8307449.0, 8307551.0, 8307594.0, 8301047.0, 8302766.0]"
8307644.0,"[8307421.0, 8307449.0, 8307594.0, 8302766.0]"
8307729.0,"[8300292.0, 8301493.0, 8307895.0, 8302063.0, 8307024.0]"
8307807.0,"[8307820.0, 8307838.0, 8307952.0, 8302872.0, 8300247.0]"
8307813.0,"[8300261.0, 8307973.0, 8307895.0, 8307024.0, 8306772.0, 8300247.0]"
8307820.0,"[8307807.0, 8307973.0, 8302872.0, 8300247.0]"
8307838.0,"[8307807.0, 8307913.0, 8300745.0, 8307952.0, 8300247.0, 8300006.0]"
8307839.0,"[8000020.0, 8307958.0, 8300006.0, 8000948.0, 8000949.0, 8300811.0]"
8307880.0,"[8306656.0, 8307914.0, 8302872.0, 8000737.0, 8301368.0, 8000729.0, 8000728.0]"
8307913.0,"[8307838.0, 8300745.0, 8300006.0, 8306523.0, 8000172.0]"
8307914.0,"[8000225.0, 8307880.0, 8307952.0, 8302872.0, 8000227.0, 8000737.0]"
8307947.0,"[8307895.0, 8300247.0]"
8307958.0,"[8000020.0, 8307839.0, 8300811.0]"
8307973.0,"[8300261.0, 8307813.0, 8307820.0, 8306772.0, 8302872.0, 8300247.0]"
8309208.0,"[8307412.0, 8302152.0, 8302435.0, 8309054.0]"
8309518.0,"[8306626.0, 8309565.0, 8306955.0, 8309631.0, 8302685.0, 8301173.0, 8000166.0, 8301701.0, 8309525.0]"
8309565.0,"[8309518.0, 8300493.0, 8309631.0, 8000771.0, 8309960.0, 8309525.0]"
8309875.0,[8300168.0]
8309915.0,"[8000316.0, 8301913.0, 8306491.0, 8309619.0, 8300168.0, 8000323.0, 8306521.0, 8301238.0]"
8301567.0,[8000774.0]
8301986.0,"[8306609.0, 8307459.0, 8301644.0]"
8309619.0,"[8000316.0, 8000325.0, 8301913.0, 8301924.0, 8309915.0, 8300493.0, 8301238.0, 8309960.0, 8309994.0, 8309944.0]"
8307554.0,"[8301499.0, 8307353.0, 8307386.0, 8300643.0, 8309076.0, 8309095.0, 8309235.0]"
8301690.0,"[8000301.0, 8000300.0]"
8300168.0,"[8000324.0, 8309875.0, 8309915.0, 8000323.0, 8301238.0, 8301439.0, 8310022.0, 8309941.0, 8300920.0]"
8000300.0,"[8000301.0, 8000340.0, 8301845.0, 8306584.0, 8307551.0, 8301690.0, 8306479.0, 8306581.0, 8300194.0]"
8306955.0,"[8000167.0, 8309518.0, 8300896.0, 8301173.0, 8000774.0, 8000770.0, 8000166.0]"
8000157.0,"[8000155.0, 8303667.0, 8301017.0, 8000158.0, 8000159.0, 8000161.0, 8000160.0, 8000156.0]"
8302152.0,"[8301998.0, 8307363.0, 8307386.0, 8307412.0, 8309208.0, 8301302.0, 8301539.0, 8301542.0, 8307378.0, 8302435.0, 8309242.0]"
8301412.0,"[8000777.0, 8000776.0]"
8300937.0,"[8307536.0, 8307406.0]"
8303579.0,"[8000163.0, 8000328.0, 8300831.0, 8300127.0, 8307670.0, 8300811.0, 8000162.0]"
8301345.0,"[8000343.0, 8000164.0]"
8307406.0,"[8307365.0, 8307536.0, 8307556.0, 8300937.0, 8300643.0, 8300466.0, 8301528.0, 8307249.0]"
8000164.0,"[8000343.0, 8306976.0, 8301345.0, 8306704.0, 8302872.0, 8300463.0]"
8300502.0,[8303667.0]
8000779.0,"[8000780.0, 8000781.0, 8306699.0, 8000775.0, 8306681.0, 8302685.0]"
8301237.0,"[8000315.0, 8307617.0, 8000314.0]"
8301493.0,"[8307729.0, 8307895.0]"
8000775.0,"[8000780.0, 8300568.0, 8306699.0, 8306806.0, 8000779.0, 8000776.0, 8300563.0]"
