SUBID,NEIGHBOURS
9735939,[]
9608568,"['9608842', '9609061', '9608563', '9608604', '9608921', '9608578']"
9762485,"['9761246', '9760984', '9761317', '9762153']"
9744553,"['9744517', '9000602', '9000600', '9000598', '9001118']"
9000168,"['9000217', '9430779', '9613695', '9614010', '9612840']"
9000212,"['9000215', '9623095', '9623379']"
9000216,"['9430657', '9430762', '9430735', '9617643', '9618409', '9618570', '9618343']"
9000638,"['9435868', '9617085', '9622906', '9000637']"
9000649,"['9450347', '9450433', '9450360', '9000650', '9616647', '9000646', '9615849']"
9000650,"['9449734', '9450360', '9000649', '9614947', '9000646']"
9000651,"['9601734', '9602795', '9603103', '9000648', '9606963']"
9600018,"['9616635', '9616644']"
9600038,"['9600075', '9616515', '9616994', '9621484']"
9600039,"['9616515', '9616635', '9616644']"
9600045,"['9621145', '9621388', '9621529']"
9600047,"['9600048', '9621555', '9621142']"
9600048,"['9600047', '9621142']"
9600051,"['9621388', '9621529']"
9600064,"['9617228', '9616721', '9617293', '9621236', '9621345', '9621346', '9621443', '9621498', '9621592']"
9600075,"['9600038', '9621484', '9621142']"
9600085,"['9621203', '9621209']"
9600105,"['9621284', '9621245']"
9600108,['9621500']
9600121,"['9616963', '9617338', '9616884', '9612011']"
9600131,[]
9600141,"['9621205', '9621514']"
9600148,"['9621291', '9621298']"
9600153,['9621210']
9600156,"['9621206', '9621474']"
9600159,"['9617452', '9617735', '9600149']"
9600168,"['9621272', '9621474']"
9600172,"['9621206', '9621210']"
9600198,"['9611652', '9611603']"
9600239,"['9600515', '9600744', '9600785', '9601151', '9601153', '9600591']"
9600296,"['9601709', '9602108', '9602192', '9601557']"
9600301,"['9600334', '9602146', '9607015']"
9600334,"['9600301', '9602146']"
9600337,"['9600554', '9601127', '9601150', '9601227', '9600425']"
9600368,"['9600603', '9600636', '9600780', '9600863', '9600692']"
9600395,"['9602046', '9601904']"
9600421,"['9600415', '9600515', '9607419', '9603788', '9606769', '9601278']"
9600428,"['9601541', '9602103']"
9600435,"['9600859', '9602289', '9602375', '9600392', '9601314', '9600546', '9601259', '9601254']"
9600439,"['9600584', '9601293', '9600590', '9600546', '9601259', '9601254', '9600438']"
9600444,"['9601796', '9601541']"
9600462,"['9601832', '9602001']"
9600473,[]
9600480,"['9611619', '9611211']"
9600512,"['9611091', '9621136', '9611849']"
9600530,"['9600563', '9600847', '9603103', '9600591', '9600732', '9600373', '9600610']"
9600531,[]
9600547,"['9611116', '9611179', '9611594']"
9600554,"['9600337', '9601127', '9601150', '9615000', '9600843', '9601246', '9600367']"
9600563,"['9600530', '9603103', '9600610', '9602894']"
9600572,"['9611045', '9611209']"
9600584,"['9600439', '9601142', '9601293', '9600888', '9600546']"
9600626,['9616893']
9600636,"['9600603', '9601041', '9600368', '9600692', '9600504']"
9600702,"['9622822', '9622886', '9600629']"
9600785,"['9600515', '9600239', '9601151', '9601278']"
9600847,"['9600530', '9603103', '9600732', '9600949']"
9600859,"['9600435', '9600392', '9601314']"
9600960,"['9602860', '9615055', '9619007', '9601142', '9601293', '9619148', '9600590', '9603189']"
9601127,"['9600647', '9600958', '9600614', '9601369', '9600337', '9600554', '9615000', '9600425']"
9601132,"['9601227', '9600392', '9601314', '9600780', '9600692', '9600504', '9601084', '9600373']"
9601150,"['9600337', '9600554', '9601325', '9600843', '9601227', '9600392', '9600888']"
9601151,"['9600239', '9600785', '9600591', '9601278', '9600700', '9600949']"
9601153,"['9600744', '9600239', '9601242', '9600591', '9601084']"
9601242,"['9600744', '9601153', '9600504', '9601084']"
9601325,"['9601150', '9600392', '9600888', '9600546']"
9601340,"['9431721', '9431942', '9601816', '9603010', '9603192', '9602959', '9602909']"
9601374,"['9601912', '9601930', '9602187', '9611483', '9601904', '9611502']"
9601381,"['9601450', '9601460', '9601742', '9601723', '9601500', '9602207', '9601838']"
9601385,"['9602030', '9602240', '9607073', '9607099', '9601903']"
9601397,"['9602241', '9602126', '9601755']"
9601431,"['9602105', '9602595', '9602803', '9603191', '9603336', '9602506']"
9601436,"['9601704', '9601971', '9601996', '9602128', '9602187']"
9601448,"['9601637', '9602043', '9611335', '9602126', '9601755']"
9601450,"['9601381', '9601526', '9601742', '9602175', '9601500', '9602077', '9601838', '9602103']"
9601460,"['9601848', '9611253', '9611326', '9601381', '9601572', '9601952', '9601723', '9601500']"
9601461,"['9601619', '9601796', '9601876', '9602001', '9602228', '9601705']"
9601490,"['9608215', '9608469', '9608753', '9601847', '9607859', '9602174', '9608731', '9601507']"
9601504,"['9601671', '9603034', '9603435', '9602952', '9602754', '9601772']"
9601513,"['9601631', '9601597', '9601986', '9602031', '9601618', '9601432', '9601935']"
9601516,"['9602292', '9603319', '9618765', '9619359', '9619493', '9603047', '9602687']"
9601526,"['9601450', '9602175', '9602103']"
9601549,"['9601619', '9601724', '9601541', '9602072', '9602108', '9601825', '9602103']"
9601569,"['9602831', '9603007', '9602951', '9603219', '9602833', '9602881', '9619436', '9603290']"
9601572,"['9611326', '9611397', '9611589', '9601460', '9601607', '9601723', '9601424']"
9601582,['9601942']
9601584,"['9602091', '9602907', '9603226', '9603309', '9602786', '9603423', '9602950']"
9601589,"['9602069', '9602226', '9602119', '9601488', '9601464']"
9601619,"['9601461', '9601549', '9601724', '9601876', '9601541', '9601705']"
9601629,"['9601633', '9601939', '9607982', '9608079', '9609243', '9602024', '9601486']"
9601633,"['9601629', '9601661', '9601833', '9607848', '9608215', '9609243', '9601847', '9600981', '9601486']"
9601636,"['9601794', '9602830', '9603266', '9603071']"
9601637,"['9601448', '9602043', '9602138', '9602126']"
9601640,"['9601643', '9601667', '9601749', '9602061', '9601983', '9601966', '9602184']"
9601643,"['9601640', '9602245', '9608220', '9608234', '9608548', '9601667', '9601749', '9602151']"
9601650,"['9602853', '9607015', '9608489', '9601720', '9602172', '9602752']"
9601651,"['9601762', '9601755']"
9601661,"['9601633', '9601724', '9601833', '9602069', '9602186', '9601847', '9602079']"
9601663,"['9602948', '9603040', '9622516', '9622843', '9601703', '9601896']"
9601665,"['9601919', '9602198', '9622879', '9602232']"
9601671,"['9601504', '9601919', '9602754', '9601772', '9602495']"
9601686,"['9601794', '9602786', '9603266', '9602223']"
9601691,"['9611169', '9611664', '9602009', '9601983', '9601966', '9601743', '9601877', '9601674']"
9601699,"['9601762', '9602046', '9611335', '9611636', '9611254', '9601755']"
9601704,"['9601436', '9601996', '9602128', '9602066']"
9601709,"['9600296', '9602108', '9601557', '9601420', '9602163', '9601825']"
9601724,"['9601549', '9601619', '9601661', '9601833', '9602186', '9601705', '9602072']"
9601734,"['9000651', '9603103', '9603226', '9000648', '9602280']"
9601742,"['9601381', '9601450', '9601838']"
9601762,"['9601651', '9601699', '9601755']"
9601785,"['9601500', '9602077', '9601935', '9602093', '9601420', '9602163', '9601825']"
9601793,"['9601832', '9601892', '9601960', '9602214', '9601901', '9600449']"
9601794,"['9601636', '9601686', '9602012', '9602803', '9602830', '9602907', '9603088', '9602786', '9603266']"
9601796,"['9600444', '9601461', '9601876', '9601541']"
9601804,"['9602236', '9601341', '9603037', '9602546']"
9601816,"['9601340', '9603192', '9602909', '9602928']"
9601832,"['9600462', '9601793', '9601892', '9602001', '9602165', '9602214']"
9601833,"['9601633', '9601661', '9601724', '9600981', '9601486', '9602072']"
9601843,"['9601942', '9602030', '9601597', '9601986', '9602093', '9601557']"
9601867,"['9603034', '9602952', '9603415', '9602512']"
9601868,"['9602004', '9602072', '9602108', '9601889', '9601764', '9602192']"
9601876,"['9601461', '9601619', '9601796', '9601541']"
9601892,"['9601793', '9601832', '9601960', '9602165']"
9601900,"['9606645', '9607054', '9601908', '9602031', '9601618', '9601432']"
9601905,"['9452391', '9441934', '9452426', '9603376', '9000641', '9000639']"
9601908,"['9607054', '9607337', '9601900', '9601952', '9601432']"
9601912,"['9601374', '9601930', '9601904']"
9601919,"['9601665', '9601671', '9602198', '9602754', '9603326', '9602232', '9602495', '9601341', '9603037']"
9601930,"['9601374', '9601912', '9602187']"
9601939,"['9601629', '9608079', '9602024', '9602172', '9601934']"
9601942,"['9601582', '9601843', '9602030']"
9601952,"['9601812', '9601848', '9607337', '9601460', '9601908', '9601500', '9601432']"
9601960,"['9601793', '9601892']"
9601971,"['9601436', '9602187']"
9601974,"['9611616', '9602043', '9601607', '9602138']"
9601996,"['9601436', '9601704', '9602187', '9602194', '9611483', '9602066']"
9602001,"['9600462', '9601461', '9601832', '9602214', '9602228']"
9602004,"['9601868', '9602024', '9601486', '9602072', '9601889']"
9602012,"['9601794', '9602907', '9600258', '9601677', '9603088']"
9602030,"['9601385', '9601843', '9601942', '9602240', '9601597', '9601903']"
9602036,"['9602037', '9602140', '9602227', '9602454', '9603046', '9602147', '9603062', '9602925', '9602112', '9602978']"
9602037,"['9602036', '9602454', '9602814', '9602147']"
9602039,"['9602146', '9601720', '9601378', '9601889', '9601764', '9602192']"
9602043,"['9611616', '9601448', '9601637', '9601974', '9611335', '9602138']"
9602046,"['9600395', '9601699', '9611267', '9611636', '9611266', '9601904']"
9602069,"['9601589', '9601661', '9601847', '9602079', '9602226', '9602119', '9601841', '9601752', '9601743', '9601877']"
9602074,"['9602216', '9602808', '9602916', '9602876', '9602411', '9602923']"
9602080,"['9602162', '9603000', '9602672', '9602249', '9601768']"
9602091,"['9601584', '9603309', '9603314', '9603498', '9603423', '9602609', '9603215']"
9602105,"['9601431', '9602585', '9602595', '9603191', '9602835']"
9602128,"['9601436', '9601704']"
9602133,"['9602795', '9603016', '9606963', '9602044', '9607239', '9603080']"
9602135,"['9602592', '9602798', '9602300', '9602985']"
9602140,"['9602036', '9602227', '9602832', '9602978', '9602782', '9602868']"
9602146,"['9600301', '9600334', '9602039', '9607015', '9601720', '9602192']"
9602149,"['9603266', '9603071', '9602776']"
9602162,"['9602080', '9603000', '9603369', '9603367', '9603047', '9601768', '9602367']"
9602165,"['9601832', '9601892']"
9602175,"['9601450', '9601526', '9602222', '9601838', '9602126']"
9602185,"['9602831', '9603007', '9602788']"
9602186,"['9601661', '9601724', '9602079', '9601705']"
9602187,"['9601374', '9601436', '9601930', '9601971', '9601996', '9611483']"
9602191,"['9602916', '9602934', '9602784', '9602193', '9602411']"
9602194,"['9601996', '9602233', '9602239', '9611483', '9602066', '9600449']"
9602198,"['9601665', '9601919', '9622539', '9622879', '9622933', '9603037', '9602546']"
9602200,"['9602204', '9602669', '9602750', '9602825', '9602397']"
9602204,"['9602200', '9602669', '9602750', '9602830', '9602863', '9603092', '9602594', '9602954', '9602757']"
9602214,"['9601793', '9601832', '9602001', '9602228', '9601901']"
9602216,"['9602074', '9602916', '9602356', '9602876']"
9602222,"['9602175', '9602241', '9602126']"
9602227,"['9602036', '9602140', '9602524', '9603046', '9602832']"
9602228,"['9601461', '9602001', '9602214', '9601705', '9602119', '9601901']"
9602233,"['9602194', '9602239', '9611473', '9611483', '9602009', '9611134']"
9602236,"['9601804', '9603088', '9601863', '9601341', '9602546']"
9602239,"['9602194', '9602233', '9602009', '9601674', '9601464', '9602137', '9601901', '9600449']"
9602240,"['9601385', '9602030', '9607073', '9601631', '9601597']"
9602241,"['9601397', '9602222', '9602126']"
9602245,"['9601643', '9608234', '9601667', '9608331', '9601841', '9601752']"
9602289,"['9600435', '9602375', '9602737', '9602996', '9603114', '9603219', '9601254']"
9602292,"['9601516', '9618765', '9602687', '9601330']"
9602302,"['9602858', '9602851']"
9602303,"['9602780', '9602857', '9602169', '9603028', '9602859', '9602334', '9602431', '9602798', '9602608']"
9602321,"['9602597', '9602794', '9602883', '9603396', '9602539', '9602955']"
9602375,"['9600435', '9602289', '9603114', '9602884', '9601314', '9601164', '9600610', '9602894']"
9602378,"['9607989', '9608623', '9602144', '9602784']"
9602407,"['9602763', '9602990', '9603355', '9603368', '9602952', '9602512', '9601768', '9602367', '9601330', '9601703', '9601896']"
9602445,"['9602990', '9603314', '9603368', '9603498', '9603290', '9602788', '9602672', '9602249']"
9602454,"['9602036', '9602037', '9602814', '9603046', '9617004', '9602427', '9602170']"
9602470,"['9431721', '9431828', '9603192', '9622671', '9622788', '9602421', '9603085', '9623075']"
9602524,"['9602227', '9603046', '9602832', '9602751', '9603031', '9602230']"
9602585,"['9602105', '9603090', '9603191', '9617079', '9602835', '9622860']"
9602592,"['9602135', '9602857', '9602986', '9602798', '9602985', '9602821', '9603017', '9602873', '9602059', '9602790', '9602212']"
9602595,"['9601431', '9602105', '9602803', '9602835', '9602143']"
9602597,"['9452394', '9452448', '9602321', '9602794', '9603376', '9602003', '9602955']"
9602603,"['9603014', '9602427', '9602751', '9603031', '9602261']"
9602651,"['9400139', '9602794', '9602539', '9602764', '9619693']"
9602669,"['9602200', '9602204', '9602707', '9602825', '9602594']"
9602707,"['9602669', '9602825', '9602890', '9602594', '9602397', '9602759', '9602300', '9602985', '9602821', '9602782']"
9602737,"['9602289', '9603114', '9603219', '9602833']"
9602738,"['9603034', '9603535', '9603326', '9602232', '9623003', '9622982']"
9602742,"['9436269', '9436023', '9604265', '9616680']"
9602750,"['9602200', '9602204', '9602863', '9603061', '9602397', '9602143', '9602936', '9602914', '9602244']"
9602755,"['9602851', '9602923']"
9602763,"['9602407', '9602512', '9601896']"
9602777,"['9602892', '9602058', '9602796', '9602223']"
9602780,"['9602303', '9602796', '9602776', '9602169', '9603021', '9602203', '9602935', '9602798']"
9602781,"['9602934', '9602968', '9608020', '9609101', '9607948', '9602144', '9602519', '9602193']"
9602792,"['9602764', '9619693', '9619481', '9619734']"
9602794,"['9400139', '9452394', '9000354', '9602321', '9602597', '9602651', '9602539']"
9602795,"['9000651', '9602133', '9603016', '9603049', '9000648', '9606963', '9602134', '9602058']"
9602803,"['9601431', '9601794', '9602595', '9602830', '9603035', '9603336', '9603516', '9603088', '9603061', '9602143']"
9602808,['9602074']
9602812,"['9602528', '9602111', '9602891', '9602851']"
9602814,"['9602037', '9602454', '9602818', '9603101', '9617004', '9617134', '9617372', '9617382', '9617560', '9602147']"
9602816,"['9603034', '9603415', '9602856', '9622982']"
9602818,"['9602814', '9603099', '9603101', '9602147', '9603062']"
9602825,"['9602200', '9602669', '9602707', '9602397']"
9602830,"['9601636', '9601794', '9602204', '9602803', '9602863', '9603035', '9603092', '9603071']"
9602831,"['9601569', '9602185', '9603000', '9603007', '9603480', '9619436', '9601849', '9603367', '9602788', '9602672']"
9602853,"['9601650', '9607015', '9602752', '9607147']"
9602857,"['9602303', '9602592', '9602986', '9602798', '9602608', '9602862']"
9602858,"['9602302', '9602111', '9602851', '9602212']"
9602860,"['9600960', '9619007', '9618755', '9619227', '9603189', '9602881', '9619436']"
9602863,"['9602204', '9602750', '9602830', '9603035', '9603061']"
9602867,"['9603053', '9606789', '9607205', '9602770', '9603080', '9603027', '9602712']"
9602880,"['9602770', '9606952', '9602528', '9607365', '9602247', '9602891']"
9602883,"['9602321', '9603396', '9602955', '9602760', '9602909', '9602928']"
9602890,"['9602707', '9602821', '9602782', '9602868']"
9602892,"['9602777', '9603052', '9000648', '9602058', '9602223']"
9602901,"['9603023', '9603090', '9602244', '9617147', '9602793', '9602919', '9603068', '9602925']"
9602907,"['9601584', '9601794', '9602012', '9601677', '9601863', '9602786', '9603423', '9602609', '9601772', '9602495']"
9602916,"['9602074', '9602191', '9602216', '9602784', '9602356', '9602411']"
9602934,"['9602191', '9602781', '9602144', '9602784', '9602193']"
9602948,"['9601663', '9603040', '9601330', '9601703']"
9602968,"['9602781', '9609101', '9602261', '9602318', '9602230', '9602519']"
9602981,"['9603049', '9602134', '9602169', '9603028']"
9602986,"['9602592', '9602857', '9602862', '9603073', '9602059']"
9602990,"['9602407', '9602445', '9603368', '9602249', '9601768']"
9602996,"['9602289', '9603219', '9601254', '9603189', '9602881']"
9603000,"['9602080', '9602162', '9602831', '9603367', '9602672']"
9603007,"['9601569', '9602185', '9602831', '9603290', '9602788']"
9603010,"['9452197', '9431942', '9601340', '9603180', '9602959', '9000644', '9000643']"
9603014,"['9602603', '9617004', '9602427', '9617168', '9617343', '9602769', '9602261']"
9603016,"['9602133', '9602795', '9603049', '9602044', '9603080', '9603027']"
9603023,"['9602901', '9617147', '9617351', '9617187', '9602380', '9602793']"
9603034,"['9601504', '9601867', '9602738', '9602816', '9602952', '9603415', '9602754', '9603326', '9622982']"
9603035,"['9602803', '9602830', '9602863', '9603061']"
9603040,"['9601663', '9602948', '9622516', '9619152', '9602056', '9623043', '9601330']"
9603046,"['9602036', '9602227', '9602454', '9602524', '9602170', '9602751']"
9603049,"['9602795', '9602981', '9603016', '9602134', '9603028', '9602859', '9603027', '9602712']"
9603052,"['9602892', '9603226', '9000648', '9602786', '9602223']"
9603053,"['9602867', '9603077', '9602770', '9602528', '9602712', '9602815']"
9603069,"['9619490', '9619366', '9619360', '9618983', '9602946', '9601893', '9602056', '9623043']"
9603077,"['9603053', '9602528', '9602111', '9602815', '9602608', '9602862', '9603073', '9602059']"
9603090,"['9602585', '9602901', '9617079', '9602835', '9602936', '9602914', '9602244', '9617140', '9617152', '9617147']"
9603099,"['9602818', '9603101', '9603062', '9602380', '9602793', '9602919']"
9603101,"['9602814', '9602818', '9603099', '9617560', '9602380']"
9603103,"['9000651', '9600530', '9600563', '9600847', '9601734', '9606853', '9606963', '9602280', '9600949', '9602894']"
9603114,"['9602289', '9602375', '9602737', '9602092', '9602884', '9602833']"
9603180,"['9603010', '9602959', '9000643', '9602003', '9602955']"
9603191,"['9601431', '9602105', '9602585', '9602506', '9603066', '9622860']"
9603192,"['9431721', '9601340', '9601816', '9602470', '9602928', '9602421']"
9603226,"['9601584', '9601734', '9603052', '9000648', '9602786', '9602280', '9602701', '9602950']"
9603229,"['9602304', '9601992', '9602421', '9603085', '9623075']"
9603309,"['9601584', '9602091', '9602950', '9603215']"
9603314,"['9602091', '9602445', '9603368', '9603498', '9602609', '9601772']"
9603319,"['9601516', '9618694', '9619164', '9603499', '9619359', '9603367', '9603047']"
9603336,"['9601431', '9602803', '9603516', '9603088', '9602038', '9602506']"
9603355,"['9602407', '9602952', '9602512']"
9603368,"['9602407', '9602445', '9602990', '9603314', '9603435', '9602952', '9601772']"
9603369,"['9602162', '9603047', '9602687', '9602367']"
9603376,"['9452448', '9452477', '9452426', '9601905', '9602597', '9000639', '9000644', '9000643', '9602003']"
9603396,"['9602321', '9602883', '9602354', '9602539', '9602764', '9602304', '9602928', '9602421']"
9603435,"['9601504', '9603368', '9602952', '9601772']"
9603480,"['9602831', '9619436', '9603499', '9601849']"
9603498,"['9602091', '9602445', '9603314', '9603215', '9603199', '9603290']"
9603516,"['9602803', '9603336', '9603088']"
9603535,"['9602738', '9623003', '9622982']"
9603788,"['9600421', '9606769', '9606883', '9606921', '9600166', '9601278']"
9603937,"['9608715', '9604221', '9609999', '9603932', '9610490']"
9603971,"['9604116', '9618055', '9618131', '9617680', '9604682', '9604374']"
9604017,"['9616998', '9617205', '9617296', '9617367', '9617208', '9617308', '9617429', '9617277', '9617357']"
9604018,"['9603945', '9604172', '9604150', '9604210', '9604264', '9604531', '9604163', '9604636']"
9604020,"['9604059', '9604169', '9604192', '9604210', '9604294', '9604163', '9604308', '9604194']"
9604059,"['9604020', '9604339', '9604641', '9604308', '9604194', '9604073', '9604139']"
9604116,"['9603971', '9604417', '9617715', '9618131', '9604374', '9604004', '9603992', '9604671']"
9604132,"['9604137', '9610332', '9607832', '9607954', '9607249', '9607295', '9606929']"
9604137,"['9604132', '9610332', '9606929', '9610376', '9610074']"
9604150,"['9604018', '9604531', '9604625', '9604163', '9604472']"
9604164,"['9604074', '9604230', '9604362', '9604662', '9604477', '9604268', '9604174', '9604283']"
9604169,"['9604020', '9604192', '9604210', '9604650', '9604174']"
9604188,"['9604339', '9610469', '9609678', '9604073', '9604359', '9609386']"
9604192,"['9604020', '9604169', '9604294', '9604174', '9604283']"
9604210,"['9604172', '9604442', '9604018', '9604020', '9604169', '9604327', '9604163', '9604650']"
9604221,"['9603945', '9608715', '9603937', '9604636', '9603932']"
9604230,"['9604074', '9617669', '9604164', '9604362', '9617754', '9618140', '9604533', '9604086']"
9604264,"['9604018', '9604465', '9604531', '9610418', '9609960', '9604636', '9603932']"
9604285,"['9619546', '9619673', '9619726', '9623106', '9619725']"
9604294,"['9604020', '9604192', '9604308', '9604283', '9604086']"
9604327,"['9604356', '9604413', '9604440', '9604442', '9604210', '9604574', '9604650', '9604477', '9604268']"
9604339,"['9604059', '9604188', '9604577', '9604641', '9609678', '9604073', '9609932']"
9604362,"['9604164', '9604230', '9604283', '9604086']"
9604388,"['9618140', '9604533', '9604682', '9604374', '9604405']"
9604406,"['9604465', '9610418', '9610613', '9610231', '9604472', '9604073', '9604359', '9609386']"
9604417,"['9604116', '9610332', '9617715', '9604671', '9609932']"
9604465,"['9604264', '9604406', '9604531', '9610418', '9604472']"
9604531,"['9604018', '9604150', '9604264', '9604465', '9604472']"
9604574,"['9604126', '9604253', '9604356', '9604518', '9604538', '9604327', '9604662', '9604477']"
9604577,"['9604339', '9604641', '9603992', '9604671', '9609932']"
9604625,"['9604150', '9604163', '9604472', '9604194', '9604073']"
9604641,"['9604059', '9604339', '9604577', '9604533', '9604139', '9604405', '9603992']"
9604662,"['9604074', '9604518', '9604164', '9604574', '9604477']"
9606333,"['9606336', '9606541', '9606717', '9610356', '9608297']"
9606336,"['9606333', '9606493', '9610356', '9619507', '9608297', '9606609', '9606881']"
9606413,"['9608169', '9606451', '9606995', '9606808', '9607354', '9606577']"
9606415,"['9606854', '9607679', '9606401']"
9606426,"['9606690', '9610745', '9608323', '9608361', '9607348']"
9606431,"['9607268', '9618131', '9607832', '9606363']"
9606493,"['9606336', '9619461', '9619507', '9606609', '9608681', '9619728']"
9606514,"['9607267', '9607877', '9606857', '9607874', '9606451']"
9606535,"['9606971', '9607242', '9608081', '9609879', '9609919', '9609958', '9610145', '9606424']"
9606541,"['9606333', '9606717', '9606814', '9610356', '9606424', '9606524', '9606432', '9607153']"
9606580,"['9607200', '9607220', '9607307', '9607017', '9607091', '9606563', '9606990']"
9606603,"['9607207', '9607383', '9607936', '9619639', '9619760', '9606510', '9606458']"
9606621,"['9606892', '9606936', '9607166', '9607179', '9607070', '9606969', '9607041']"
9606675,"['9606967', '9607584', '9606510', '9606458']"
9606690,"['9606426', '9610066', '9610745', '9606685', '9608361']"
9606694,"['9607431', '9607405', '9607286', '9607167', '9607250', '9607285', '9606979']"
9606713,"['9606946', '9608342', '9607049']"
9606717,"['9606333', '9606541', '9606814', '9608297', '9607213']"
9606733,"['9607376', '9607415', '9607238', '9606850', '9607041', '9606924']"
9606769,"['9607419', '9600421', '9603788', '9606921', '9607376', '9607412', '9607238']"
9606781,"['9606836', '9608178', '9606478', '9607249', '9607295']"
9606789,"['9602867', '9607171', '9607205', '9602770', '9606952']"
9606803,"['9607171', '9607205', '9606565', '9607210', '9607442', '9607239']"
9606814,"['9606541', '9606717', '9607153', '9607213']"
9606836,"['9606781', '9606889', '9607915', '9606857', '9607295']"
9606846,"['9607141', '9607145', '9607220', '9607017', '9607302', '9607317', '9606998']"
9606853,"['9603103', '9606963', '9600949', '9606972']"
9606854,"['9606415', '9610287', '9606401', '9608323']"
9606858,"['9607383', '9619600', '9619760', '9606458', '9608093', '9606572']"
9606883,"['9603788', '9607362', '9600166', '9607077', '9601278', '9606565', '9607210']"
9606889,"['9606836', '9607267', '9606857']"
9606893,"['9606928', '9607494', '9606808', '9606840', '9606610']"
9606921,"['9603788', '9606769', '9607145', '9600166', '9607238', '9606565', '9606650']"
9606928,"['9606893', '9608342', '9607494', '9607072', '9606976', '9606808']"
9606946,"['9606713', '9608342', '9607494', '9607049', '9608305']"
9606967,"['9606675', '9607584', '9607936', '9608253', '9606510', '9606685', '9608305']"
9606971,"['9606535', '9607039', '9607242', '9606424', '9606524']"
9607015,"['9600301', '9601650', '9602146', '9602853', '9601720', '9607147', '9601903']"
9607032,"['9607145', '9607171', '9607302', '9606952', '9606565']"
9607039,"['9606971', '9607242', '9607915', '9606984', '9606524', '9607874', '9606451', '9607295']"
9607040,"['9607263', '9607098', '9607271', '9607388', '9606924', '9607064', '9606998', '9607091', '9606563', '9606990']"
9607073,"['9601385', '9602240', '9607099', '9607200', '9607276', '9601631']"
9607099,"['9601385', '9607073', '9607200', '9607220', '9607162', '9601903']"
9607141,"['9606846', '9607163', '9607175', '9607302', '9607317']"
9607145,"['9606846', '9606921', '9607032', '9607352', '9607302', '9607112', '9606565', '9606650', '9606998']"
9607163,"['9607141', '9607175', '9607317', '9607162', '9602247', '9607147']"
9607167,"['9606977', '9607286', '9606694', '9607285']"
9607171,"['9606789', '9606803', '9607032', '9607205', '9606952', '9606565']"
9607175,"['9607141', '9607163', '9607302', '9607365', '9602247']"
9607179,"['9606936', '9607263', '9606621', '9607271', '9607041']"
9607200,"['9606580', '9607073', '9607099', '9607220', '9607276', '9607307', '9606990', '9602031']"
9607205,"['9602867', '9606789', '9606803', '9607171', '9607239', '9603080']"
9607207,"['9606603', '9607936', '9609519', '9619639', '9607211', '9606685']"
9607220,"['9606580', '9606846', '9607099', '9607200', '9607017', '9607317', '9607162']"
9607242,"['9606535', '9606971', '9607039', '9610145', '9607295', '9606929', '9610376']"
9607244,"['9607275', '9607679']"
9607250,"['9606891', '9607419', '9607431', '9606694', '9607412', '9607370', '9606979']"
9607267,"['9606514', '9606889', '9607877', '9608262', '9607752', '9606857', '9606997']"
9607268,"['9606431', '9608178', '9618055', '9618131', '9606363']"
9607271,"['9607263', '9607040', '9607179', '9607041', '9606924']"
9607275,"['9607244', '9608262', '9608342', '9607679', '9607752']"
9607276,"['9607073', '9607200', '9601631', '9602031']"
9607304,"['9607584', '9619803', '9606780', '9606840', '9606610', '9607354', '9606577', '9607253']"
9607307,"['9606580', '9607200', '9606563', '9606990']"
9607352,"['9607145', '9607112', '9606650']"
9607362,"['9606883', '9601278', '9607210', '9600700', '9606726', '9606972']"
9607376,"['9606733', '9606769', '9607412', '9607370', '9606979', '9607238', '9606850']"
9607383,"['9606603', '9606858', '9619760', '9606458']"
9607388,"['9606645', '9607098', '9607040', '9606990', '9602031']"
9607412,"['9607419', '9606769', '9607250', '9607376', '9607370']"
9607415,"['9606733', '9607238', '9606650', '9606924', '9607064']"
9607581,"['9607877', '9608169', '9606451', '9607072', '9606976']"
9607584,"['9606675', '9606967', '9607304', '9606780', '9606458', '9608093', '9608305', '9606840']"
9607824,"['9607989', '9608162', '9608566', '9608623', '9608854', '9609059', '9608412', '9602144']"
9607826,"['9607888', '9608075', '9608510', '9608727', '9608481', '9610218']"
9607836,"['9607888', '9607986', '9608075', '9609127']"
9607848,"['9601633', '9608173', '9608215', '9609243', '9608111', '9608479']"
9607868,"['9608162', '9608466', '9608293']"
9607877,"['9606514', '9607267', '9607581', '9606997', '9606451', '9607072']"
9607888,"['9607826', '9607836', '9607960', '9608075', '9608174', '9608510', '9609127']"
9607911,"['9608219', '9609054', '9619463', '9619647', '9608504']"
9607915,"['9606836', '9607039', '9606857', '9607874', '9607295']"
9607936,"['9606603', '9606967', '9607207', '9606510', '9606685']"
9607960,"['9607888', '9608174', '9608315', '9609127', '9608047']"
9607965,"['9608492', '9609112', '9608265', '9607991', '9608596', '9607918']"
9607978,"['9608168', '9608397', '9608682', '9609101', '9608518', '9608940', '9607890', '9608198']"
9607982,"['9601629', '9608079', '9609243', '9608421', '9607883']"
9607986,"['9607836', '9608075', '9608162', '9609032', '9609127', '9607905', '9608466']"
9607989,"['9602378', '9607824', '9608623', '9602144']"
9608020,"['9602781', '9607948', '9608412', '9602144']"
9608075,"['9607826', '9607836', '9607888', '9607986', '9608727', '9608130', '9609032']"
9608079,"['9601629', '9601939', '9607982', '9607883', '9602172']"
9608081,"['9606535', '9608343', '9609879', '9610356', '9606424']"
