SUBID,NEIGHBOURS
9545430,"['9592424', '9592661', '9592428', '9545564', '9545704', '9000837']"
9545441,"['9545381', '9545649', '9545669', '9545589', '9545599', '9545543']"
9545444,"['9545357', '9545491', '9545607', '9545486', '9545416', '9545658', '9545722']"
9545449,"['9000388', '9545522', '9545575', '9545638', '9545680', '9545697', '9545525', '9000390']"
9545485,"['9592545', '9545675', '9545629', '9545529']"
9545491,"['9545357', '9545444', '9545607']"
9545510,"['9545522', '9545604', '9545638', '9545424']"
9545517,"['9545381', '9545393', '9545746', '9545753', '9545378']"
9545522,"['9545387', '9545398', '9545449', '9545510', '9545604', '9545638', '9545655', '9545442', '9545697', '9545672', '9545390']"
9545528,"['9545396', '9545656', '9545677', '9545629']"
9545540,"['9545585', '9545596', '9592424', '9545733', '9545607', '9545486', '9545683']"
9545545,"['9545575', '9570417', '9545680', '9570279', '9001269']"
9545548,"['9545677', '9545702', '9545725', '9545747', '9545362', '9545529']"
9545554,"['9545768', '9545725', '9545467']"
9545572,"['9592635', '9545534', '9545659', '9545477', '9545366', '9545728']"
9545573,"['9409574', '9500307', '9570321', '9545710', '9545527', '9545744', '9545611']"
9545575,"['9545449', '9545545', '9545680', '9001269', '9545429', '9545525']"
9545585,"['9545540', '9592424', '9545683']"
9545587,"['9545381', '9545619', '9545378', '9545787', '9545461', '9545407']"
9545596,"['9545540', '9545702', '9545509', '9545386', '9545733', '9545495', '9545607']"
9545604,"['9500316', '9500434', '9545398', '9545510', '9545522', '9545424', '9538257']"
9545619,"['9545587', '9545787', '9545488', '9500302', '9545461']"
9545623,"['9500313', '9545359', '9545666', '9545709', '9545680']"
9545638,"['9000388', '9545449', '9545510', '9545522', '9545424', '9000389', '9545610']"
9545643,"['9538071', '9538155', '9538431', '9545761', '9545682']"
9545649,"['9545441', '9545667', '9545589', '9545543']"
9545650,"['9538071', '9545763', '9545682', '9545413', '9545512']"
9545655,"['9545398', '9545522', '9545390']"
9545656,"['9545157', '9545291', '9545396', '9545417', '9545528', '9545677', '9545747']"
9545666,"['9500313', '9545623', '9545709', '9545738', '9545521', '9545680', '9545697', '9545536']"
9545667,"['9545420', '9545649', '9545589', '9545608', '9545543', '9545645']"
9545669,"['9545381', '9545441', '9545753', '9545589']"
9545677,"['9545528', '9545548', '9545656', '9545629', '9545747', '9545529']"
9545699,"['9545417', '9545700', '9545731', '9545778', '9545714', '9545747', '9545362', '9545594', '9545662', '9545476', '9545386']"
9545700,"['9545111', '9545417', '9545699', '9545746', '9545745', '9545714', '9545239', '9545151']"
9545702,"['9545548', '9545596', '9545725', '9545467', '9545362', '9545453', '9545509', '9545594', '9545386']"
9545709,"['9500309', '9500313', '9545623', '9545666', '9545738', '9545407', '9545599']"
9545731,"['9545699', '9545747', '9545362']"
9545746,"['9545093', '9545393', '9545517', '9545700', '9545753', '9545745', '9545582', '9545151']"
9545753,"['9545381', '9545426', '9545517', '9545669', '9545746', '9545582', '9545589']"
9545763,"['9538071', '9538156', '9538370', '9545650', '9570963', '9545696', '9545512', '9545564', '9000837']"
9545767,"['9545374', '9545738', '9545591', '9545672', '9545543', '9545645', '9545416']"
9545768,"['9545554', '9545725', '9545467', '9545453', '9545534', '9545659']"
9545769,"['9592424', '9545733', '9545475', '9592406']"
9545786,"['9570462', '9570606', '9545688', '9545574', '9545567']"
9545792,"['9545486', '9545683', '9545419', '9545682', '9545413']"
9569497,"['9569543', '9569950', '9570002', '9570155', '9603357', '9604525']"
9569543,"['9569497', '9569887', '9570205', '9570155', '9603357', '9605805', '9606938']"
9569847,"['9570051', '9569643', '9569740', '9570184']"
9569873,"['9569921', '9570016', '9570115', '9570117', '9570248', '9570206']"
9569874,"['9569894', '9569912', '9570250']"
9569887,"['9569543', '9570205', '9570155']"
9569894,"['9569874', '9570016', '9570080', '9570166', '9570203', '9569949', '9569912', '9001187', '9570250']"
9569921,"['9569873', '9569933', '9570115', '9570117', '9570116', '9603975']"
9569933,"['9569921', '9570205', '9570116', '9603975', '9607921', '9607183']"
9569941,"['9569978', '9570150', '9569900', '9570104']"
9569944,"['9570462', '9570606', '9569918', '9569987', '9570060', '9545688']"
9569948,"['9569956', '9569908', '9606391', '9606986', '9606937']"
9569950,"['9569497', '9570002', '9570026', '9570155', '9570238']"
9569954,"['9400127', '9400035', '9570426', '9570562', '9569879', '9570032', '9570167', '9569979']"
9569956,"['9000686', '9569948', '9570140', '9569908', '9569876', '9604938', '9606391', '9606974']"
9569966,"['9545117', '9570035', '9570234', '9569946']"
9569978,"['9569941', '9570153', '9569900', '9569997', '9570104']"
9569992,"['9570203', '9570085', '9569876', '9500263', '9570196', '9569928']"
9570002,"['9569497', '9569950', '9570238', '9569740', '9570184', '9601286', '9604525']"
9570016,"['9569873', '9569894', '9570203', '9570248', '9570206', '9569949']"
9570026,"['9569950', '9570242', '9570155', '9570238', '9570110', '9570042']"
9570033,"['9400164', '9570114', '9570125', '9570215']"
9570035,"['9545117', '9569966', '9545705', '9569946', '9545574']"
9570043,"['9545295', '9569881', '9001187', '9570250', '9570007', '9001171']"
9570051,"['9545225', '9569847', '9570067', '9570175', '9569643', '9570184']"
9570055,"['9570168', '9570241', '9500300', '9569907', '9601439', '9604938', '9603999']"
9570064,"['9570203', '9570130', '9570156', '9569900', '9569912']"
9570067,"['9545225', '9570051', '9570175', '9545344', '9001227']"
9570080,"['9569894', '9570166', '9569949', '9569942', '9545130']"
9570112,"['9570172', '9570178', '9570296', '9570426', '9570732', '9569960', '9570705']"
9570114,"['9400164', '9570033', '9569879', '9569979', '9570215', '9569919', '9570077']"
9570115,"['9569873', '9569921', '9570116', '9569872', '9570206']"
9570117,"['9569873', '9569921', '9570248', '9569908', '9570085', '9569876', '9603975']"
9570125,"['9400164', '9401915', '9570033', '9570147', '9569907', '9570215']"
9570140,"['9000686', '9569956', '9570168', '9570165', '9569896', '9604938']"
9570147,"['9401915', '9570125', '9570241', '9569907', '9000684', '9607946']"
9570150,"['9569941', '9570257', '9569900', '9570104', '9569987', '9570234']"
9570153,"['9569978', '9570217', '9569928', '9569900', '9570096', '9570118', '9569958', '9569997']"
9570166,"['9569894', '9570080', '9545300', '9545130', '9544979', '9001188', '9001187']"
9570168,"['9570055', '9570140', '9500300', '9500297', '9570165', '9604938']"
9570172,"['9570112', '9570426', '9569960', '9570167', '9570202', '9569924', '9569926', '9569896', '9570141']"
9570175,"['9570051', '9570067', '9570184', '9569972', '9001227']"
9570178,"['9570112', '9570190', '9570592', '9570069', '9569960', '9570202', '9570705']"
9570190,"['9570178', '9570592', '9570069', '9570199', '9569918', '9569958', '9569997', '9570104']"
9570203,"['9569894', '9569992', '9570016', '9570064', '9570248', '9570130', '9570085', '9569928', '9569912']"
9570205,"['9569543', '9569887', '9569933', '9570116', '9570155', '9570042', '9605805', '9607183']"
9570217,"['9000686', '9570153', '9570254', '9569876', '9569928', '9570208', '9570096']"
9570241,"['9570055', '9570147', '9569907', '9607946', '9608698', '9603999']"
9570242,"['9570026', '9570110', '9570042', '9570004', '9569972']"
9570248,"['9569873', '9570016', '9570117', '9570203', '9570085']"
9570253,"['9570004', '9569872', '9570206', '9001227', '9569949', '9569942']"
9570257,"['9570150', '9569900', '9569912', '9001171']"
9570296,"['9400008', '9409487', '9409592', '9570112', '9570426', '9570566', '9570732', '9570449']"
9570353,"['9409425', '9409574', '9570462', '9570463', '9570597', '9570321', '9570705']"
9570400,"['9409561', '9409574', '9570437', '9570625', '9570618', '9570458']"
9570417,"['9545359', '9545545', '9570625', '9545680', '9570458', '9570523', '9570264', '9570279']"
9570426,"['9400008', '9400035', '9569954', '9570112', '9570172', '9570296', '9570167']"
9570437,"['9409561', '9570400', '9570747', '9570618']"
9570438,"['9409812', '9570686', '9570284', '9570279', '9001270', '9001269', '9545429']"
9570462,"['9545786', '9569944', '9570353', '9570463', '9570606', '9570321', '9545710', '9569918', '9545567']"
9570463,"['9570353', '9570462', '9570705', '9570199', '9569918']"
9570562,"['9400101', '9400127', '9569954', '9569879']"
9570566,"['9409425', '9409487', '9570296', '9570449']"
9570592,"['9570178', '9570190', '9570705', '9570199']"
9570597,"['9409425', '9570353', '9570449', '9570705']"
9570606,"['9545786', '9569944', '9570462', '9545688']"
9570625,"['9409574', '9500307', '9500313', '9545359', '9570400', '9570417', '9500306', '9570458']"
9570686,"['9409671', '9409812', '9570438', '9570747', '9570618', '9570264', '9570279']"
9570732,"['9570112', '9570296', '9570449', '9570705']"
9570747,"['9409561', '9409540', '9409788', '9409671', '9570437', '9570686', '9570618']"
9570760,"['9571081', '9570789', '9570940', '9570863', '9400361', '9460076']"
9570768,"['9538207', '9570898', '9570912', '9571020', '9570839', '9538025', '9538436', '9538495']"
9570782,"['9570788', '9571044', '9571109', '9570988', '9570780', '9570819', '9571055', '9571095']"
9570788,"['9570782', '9570819', '9570843', '9571095']"
9570796,"['9570890', '9571081', '9570961', '9570794', '9570998']"
9570800,"['9000098', '9571009', '9571030', '9511055']"
9570818,"['9571027', '9571044', '9571072', '9570780', '9570819', '9570843', '9570787', '9570850']"
9570841,"['9570833', '9592350', '9570934', '9570783']"
9570853,"['9571092', '9570789', '9570940', '9571042', '9571104', '9570798', '9416696', '9416583']"
9570877,"['9571114', '9571023', '9570943', '9570900', '9570778', '9570858']"
9570890,"['9570796', '9570794', '9570863', '9570998', '9571029', '9570962', '9570893']"
9570897,"['9570937', '9570992', '9570783', '9570808', '9571102']"
9570898,"['9570768', '9570912', '9571109', '9570988', '9570839']"
9570912,"['9538207', '9570768', '9570898', '9571109', '9570833', '9570783', '9570787']"
9570926,"['9570941', '9570835', '9538112', '9570775', '9570998', '9571029', '9570928', '9571095']"
9570937,"['9570897', '9592732', '9570992', '9570999', '9571102', '9570903']"
9570949,"['9592350', '9592644', '9000836', '9570934']"
9570963,"['9538370', '9545763', '9570973', '9000837', '9000836', '9570934', '9570923', '9571068']"
9570973,"['9538370', '9570963', '9571068', '9538473']"
9571009,"['9570800', '9571087', '9570943', '9570900', '9570908', '9571030', '9511055', '9570826', '9570870', '9570917']"
9571027,"['9570818', '9571072', '9571114', '9571023', '9570843']"
9571044,"['9570782', '9570818', '9571109', '9570780', '9570787']"
9571072,"['9570818', '9571027', '9571087', '9570850', '9570880']"
9571081,"['9570760', '9570796', '9570961', '9570794', '9570863', '9400361']"
9571087,"['9571009', '9571072', '9571023', '9570943', '9570880', '9570917']"
9571092,"['9500322', '9570853', '9570798', '9570908', '9416583']"
9571109,"['9570782', '9570898', '9570912', '9571044', '9570988', '9570787']"
9571114,"['9570877', '9571027', '9571023', '9570843', '9570778']"
9592239,"['9592646', '9545675', '9545534', '9592614', '9592309']"
9592246,"['9592278', '9592543', '9592603', '9592262', '9592525', '9592588']"
9592260,"['9592273', '9592543', '9592649', '9592689', '9592597', '9592594']"
9592273,"['9592260', '9592333', '9592649', '9592689', '9592597']"
9592278,"['9592246', '9592603', '9592262', '9592617', '9592692', '9592592', '9001277', '9592245', '9592391']"
9592303,"['9593010', '9593210', '9592791', '9545301', '9592549', '9592446', '9592687']"
9592333,"['9592273', '9592546', '9592689', '9592696', '9592471', '9592597', '9592342', '9592488']"
9592424,"['9545430', '9545540', '9545585', '9545769', '9592661', '9545733', '9545683', '9592406', '9592488', '9545564']"
9592427,"['9592498', '9592579', '9592590', '9592717', '9592470', '9592614', '9592397', '9592554']"
9592440,"['9592498', '9592717', '9592245', '9592575', '9592454', '9592596']"
9592461,"['9592696', '9592342', '9592454']"
9592498,"['9592427', '9592440', '9592579', '9592717', '9592623', '9001276', '9001277', '9592245']"
9592507,"['9592649', '9592732', '9592722', '9592414']"
9592536,"['9592579', '9592623', '9592554', '9592568', '9592576', '9592678']"
9592543,"['9592246', '9592260', '9592262', '9592597', '9592588', '9592594']"
9592545,"['9545485', '9545675', '9592446', '9545629', '9592687', '9592654']"
9592546,"['9592333', '9592689', '9592471']"
9592549,"['9593010', '9593158', '9593229', '9592791', '9592303', '9592590', '9592687', '9592238', '9592642']"
9592579,"['9592427', '9592498', '9592536', '9592623', '9592554']"
9592590,"['9592894', '9593229', '9592427', '9592549', '9592369', '9592642', '9592470', '9592397', '9592404']"
9592603,"['9592246', '9592278', '9592355', '9592592', '9592441', '9592525', '9592727']"
9592635,"['9545572', '9545534', '9592309', '9592544', '9592539', '9545366']"
9592646,"['9592239', '9545675', '9592654', '9592238', '9592642', '9592470', '9592614']"
9592649,"['9592260', '9592273', '9592507', '9592689', '9592732', '9592722', '9570810', '9570999', '9592594']"
9592689,"['9592260', '9592273', '9592333', '9592546', '9592649', '9592722', '9592471', '9592414', '9592350', '9592644']"
9592696,"['9545389', '9592333', '9592461', '9592302', '9592342', '9592454', '9592596', '9592406', '9592488']"
9592732,"['9570937', '9592507', '9592649', '9570992', '9592414', '9571120', '9570999']"
9570789,"['9501518', '9570760', '9570853', '9570940', '9416696', '9400349', '9400046', '9460076']"
9570961,"['9570796', '9571081', '9570775', '9570998', '9429564', '9429634', '9429496', '9400361', '9400364']"
9500428,"['9500322', '9500324', '9500496', '9572676', '9416593']"
9500312,"['9500316', '9500429', '9538413', '9500314', '9500308']"
9500306,"['9500305', '9500307', '9500313', '9570625', '9545611', '9500302']"
9545424,"['9545510', '9545604', '9545638', '9538257', '9545610', '9538090']"
9500319,"['9500434', '9538413', '9538257', '9538287']"
9500310,"['9500309', '9500313', '9500302', '9545461']"
9569879,"['9400101', '9400164', '9569954', '9570114', '9570562', '9569979']"
9538446,"['9538060', '9538193', '9538227', '9538382', '9538067', '9400215', '9437934', '9400179']"
9544974,"['9500292', '9500304', '9545146', '9545254', '9545182', '9545034']"
9570284,"['9409790', '9409812', '9538486', '9570438', '9545429']"
9545675,"['9545485', '9592239', '9592545', '9592646', '9545529', '9592654', '9545472', '9545534']"
9545725,"['9545548', '9545554', '9545702', '9545768', '9545467', '9545529', '9545472', '9545534']"
9592262,"['9592246', '9592278', '9592543', '9592617', '9592597', '9592575']"
9544995,"['9545088', '9545225', '9545340', '9545045']"
9000685,"['9000686', '9570254', '9569896', '9570141']"
9545738,"['9545666', '9545709', '9545767', '9545521', '9545494', '9545591', '9545599', '9545543']"
9592302,"['9592696', '9592406', '9592488']"
9545182,"['9545146', '9544974', '9545034', '9544960']"
9570069,"['9570178', '9570190', '9570202', '9570118', '9569958']"
9545121,"['9544981', '9545022', '9545088', '9545350', '9545340']"
9571020,"['9570768', '9570839', '9571055', '9538495', '9570920']"
9538257,"['9500434', '9545604', '9545424', '9500319', '9538311', '9538084', '9538287', '9538090']"
9545442,"['9545387', '9545522', '9545684', '9545536', '9545591', '9545672', '9545390']"
9569960,"['9570112', '9570172', '9570178', '9570202']"
9545012,"['9544981', '9545192', '9545212', '9545324', '9545079', '9545158']"
9538275,"['9538047', '9538062', '9538179', '9538215', '9538106', '9538475', '9538229', '9538324']"
9592722,"['9592507', '9592649', '9592689', '9592414']"
9592661,"['9545430', '9592424', '9592488', '9592428']"
9570032,"['9569954', '9570167', '9569979', '9569919']"
9545696,"['9545763', '9545564', '9545704', '9545440', '9000837']"
9570167,"['9569954', '9570172', '9570426', '9570032', '9569979', '9569919', '9569924']"
9569979,"['9569954', '9570114', '9569879', '9570032', '9570167', '9569919']"
9569643,"['9545030', '9545225', '9569847', '9570051', '9569740', '9602676']"
9592717,"['9592427', '9592440', '9592498', '9592501', '9592614', '9592309', '9592379', '9592596', '9592629']"
9545521,"['9545666', '9545738', '9545536', '9545494']"
9570941,"['9570926', '9570928', '9570931', '9571095']"
9545745,"['9545700', '9545746', '9545582', '9545714']"
9592617,"['9592278', '9592262', '9592692', '9592575']"
9538028,"['9538071', '9538099', '9538156', '9538053']"
9500300,"['9570055', '9570168', '9569907', '9500297', '9569926']"
9570254,"['9000686', '9570217', '9000685', '9569876', '9570141', '9570208']"
9592355,"['9592603', '9592592', '9592576', '9592727']"
9545778,"['9545699', '9545594', '9545386']"
9592369,"['9592590', '9592642', '9592470']"
9538303,"['9538156', '9538370', '9538106']"
9545079,"['9544981', '9545011', '9545136', '9545350', '9545012', '9544978']"
9545582,"['9545426', '9545746', '9545753', '9545745', '9545714', '9545450', '9545662']"
9545344,"['9545225', '9570067', '9545045', '9545223', '9001227', '9545130']"
9538111,"['9538431', '9500314', '9500308', '9538389', '9538318', '9538197', '9538467']"
9592692,"['9592278', '9592617', '9592391', '9592575']"
9570992,"['9570897', '9570937', '9592732', '9571120', '9570952', '9570783']"
9569907,"['9570055', '9570125', '9570147', '9570241', '9500300', '9570215', '9570077', '9569926']"
9570130,"['9570064', '9570203', '9569928', '9570156']"
9592471,"['9592333', '9592546', '9592689', '9592644', '9592488']"
9545353,"['9545184', '9545295', '9545119', '9545201', '9569881']"
9570835,"['9538282', '9538341', '9538485', '9570926', '9538112', '9571019', '9570809', '9570928']"
9570116,"['9569921', '9569933', '9570115', '9570205', '9570042', '9570004', '9569872']"
9545714,"['9545699', '9545700', '9545745', '9545582', '9545450', '9545662']"
9500314,"['9500316', '9538155', '9538431', '9500312', '9538111', '9500308']"
9570940,"['9570760', '9570853', '9570789', '9570863', '9571042']"
9500308,"['9538413', '9500312', '9538111', '9500314', '9538389']"
9592446,"['9545301', '9545396', '9592303', '9592545', '9545629', '9592687']"
9545333,"['9545023', '9545183', '9545233', '9545237', '9545255', '9545337', '9545186', '9545268']"
9545034,"['9500304', '9545144', '9545150', '9545396', '9544974', '9545182', '9544960']"
9570618,"['9570400', '9570437', '9570686', '9570747', '9570458', '9570523', '9570264']"
9570794,"['9570796', '9570890', '9571081', '9570863']"
9545629,"['9545396', '9545485', '9545528', '9545677', '9592545', '9592446', '9545529']"
9570833,"['9538207', '9570841', '9570912', '9570820', '9570934', '9570783']"
9538033,"['9538087', '9538133', '9538265', '9538267', '9538248']"
9545378,"['9545381', '9545393', '9545517', '9545587', '9545787', '9545705', '9545443']"
9545467,"['9545554', '9545702', '9545768', '9545725', '9545453']"
9545684,"['9545442', '9545591', '9545672']"
9570988,"['9570782', '9570898', '9571109', '9570839', '9571055']"
9500297,"['9570168', '9500300', '9570132', '9570165', '9569926']"
9545342,"['9545011', '9545017', '9545114', '9545136', '9544978', '9544952']"
9545680,"['9545359', '9545449', '9545545', '9545575', '9545623', '9545666', '9570417', '9545697']"
9570132,"['9500297', '9570165', '9569926', '9569882']"
9592597,"['9592260', '9592273', '9592333', '9592543', '9592262', '9592342', '9592575']"
9570215,"['9570033', '9570114', '9570125', '9569907', '9570077']"
9570321,"['9409574', '9545573', '9570353', '9570462', '9545710']"
9545747,"['9545417', '9545548', '9545656', '9545677', '9545699', '9545731', '9545362']"
9570155,"['9569497', '9569543', '9569887', '9569950', '9570026', '9570205', '9570042']"
9569908,"['9569948', '9569956', '9570117', '9569876', '9603975', '9606986']"
9545180,"['9545017', '9545146', '9545200', '9545254', '9545338']"
9570449,"['9409425', '9570296', '9570566', '9570597', '9570732', '9570705']"
9538311,"['9538257', '9538084', '9538090', '9538319', '9538302', '9538204', '9000386', '9000384']"
9570085,"['9500270', '9569992', '9570117', '9570203', '9570248', '9569876', '9500263']"
9592592,"['9592278', '9592603', '9592355', '9001276', '9001277', '9592576']"
9570458,"['9570400', '9570417', '9570625', '9570618', '9570523']"
9538425,"['9538060', '9538135', '9538173', '9538285', '9538108']"
9570780,"['9570782', '9570818', '9571044', '9570819']"
9545589,"['9545426', '9545441', '9545649', '9545667', '9545669', '9545753', '9545476', '9545608']"
9592623,"['9592498', '9592536', '9592579', '9001276', '9592576']"
9570523,"['9570417', '9570618', '9570458', '9570264']"
9545306,"['9545192', '9545324', '9545123', '9545222', '9545300']"
9570165,"['9570140', '9570168', '9500297', '9570132', '9569882', '9569896']"
9538067,"['9538057', '9538227', '9538382', '9538446', '9538211', '9439618']"
9570238,"['9569950', '9570002', '9570026', '9570110', '9570184', '9569972']"
9545787,"['9545587', '9545619', '9545378', '9545443', '9545567', '9545488']"
9545340,"['9544981', '9545088', '9545192', '9544995', '9545121', '9545045']"
9538389,"['9538413', '9538111', '9500308', '9538318', '9538197', '9538332']"
9569740,"['9569847', '9570002', '9569643', '9570184', '9601286', '9602676', '9604000', '9604198']"
9570202,"['9570172', '9570178', '9570069', '9569960', '9570141', '9570096', '9570118']"
9592501,"['9592717', '9592309', '9592379', '9592629']"
9570110,"['9570026', '9570242', '9570238', '9570184', '9569972']"
9545697,"['9545387', '9545449', '9545522', '9545666', '9545680', '9545536']"
9570839,"['9570768', '9570898', '9571020', '9570988', '9571055']"
9569876,"['9000686', '9500270', '9569956', '9569992', '9570117', '9570217', '9570254', '9569908', '9570085', '9500263', '9570196', '9569928']"
9570820,"['9538207', '9570833', '9570934', '9570923', '9571068']"
9538248,"['9538133', '9538267', '9538033', '9538108', '9538215', '9538220']"
9592687,"['9592303', '9592545', '9592549', '9592446', '9500743', '9592654', '9592238']"
9545710,"['9545573', '9570462', '9570321', '9545567', '9545488', '9545527']"
9544978,"['9545136', '9545079', '9545342', '9544952']"
9592342,"['9592333', '9592461', '9592696', '9592597', '9592575', '9592454']"
9538084,"['9538257', '9538311', '9538287', '9000384']"
9538108,"['9538047', '9538173', '9538179', '9538267', '9538285', '9538425', '9538248', '9538215']"
9545338,"['9545017', '9545200', '9545180', '9544952']"
9500263,"['9500270', '9569992', '9570085', '9569876']"
9545362,"['9545548', '9545699', '9545702', '9545731', '9545747', '9545594']"
9570705,"['9570112', '9570178', '9570353', '9570463', '9570592', '9570597', '9570732', '9570449', '9570199']"
9538112,"['9538087', '9538216', '9538321', '9538485', '9570926', '9570835', '9570775', '9429458', '9429634']"
9570863,"['9570760', '9570890', '9571081', '9570940', '9570794', '9571042', '9570893', '9570778', '9570858']"
9545453,"['9545702', '9545768', '9545467', '9545509', '9545659', '9545477']"
9500743,"['9592687', '9592654']"
9571023,"['9570877', '9571027', '9571087', '9571114', '9570943']"
9545529,"['9545485', '9545548', '9545677', '9545675', '9545725', '9545629', '9545472']"
9545509,"['9545596', '9545702', '9545453', '9545477']"
9570819,"['9570782', '9570788', '9570818', '9570780', '9570843']"
9592414,"['9592507', '9592689', '9592732', '9592722', '9571120', '9570952', '9592350']"
9570042,"['9570026', '9570205', '9570242', '9570116', '9570155', '9570004']"
9592654,"['9592545', '9592646', '9545675', '9592687', '9500743', '9592238']"
9570943,"['9570877', '9571009', '9571087', '9571023', '9570900']"
9544960,"['9544950', '9545146', '9545157', '9545396', '9545182', '9545034', '9545310']"
9545450,"['9545582', '9545714', '9545662']"
9545594,"['9545699', '9545702', '9545778', '9545362', '9545386']"
9545662,"['9545426', '9545699', '9545582', '9545714', '9545450', '9545476']"
9570843,"['9570788', '9570818', '9571027', '9571114', '9570819', '9571095', '9570962', '9570893', '9570778']"
9545536,"['9545387', '9545666', '9545442', '9545521', '9545697', '9545494', '9545591']"
9544952,"['9545017', '9545023', '9545200', '9545342', '9544978', '9545338', '9545158']"
9545476,"['9545426', '9545699', '9545589', '9545662', '9545386', '9545608']"
9538211,"['9538057', '9538227', '9538067', '9538397']"
9570004,"['9570242', '9570253', '9570116', '9570042', '9569972', '9569872', '9001227']"
9570184,"['9569847', '9570002', '9570051', '9570175', '9570238', '9569740', '9570110', '9569972']"
9571120,"['9592732', '9570992', '9592414', '9570952']"
9545045,"['9545192', '9545225', '9544995', '9545344', '9545340', '9545223']"
9538215,"['9538179', '9538275', '9538248', '9538108', '9538220', '9538324']"
9571055,"['9570782', '9571020', '9570988', '9570839', '9571115', '9538495', '9570920', '9571019', '9570809', '9570784', '9570928', '9571095']"
9570775,"['9570926', '9570961', '9538112', '9570998', '9429458', '9429634']"
9538318,"['9538111', '9538389', '9538197']"
9538197,"['9538357', '9538111', '9538389', '9538318', '9538332', '9538467']"
9570264,"['9570417', '9570686', '9570618', '9570523', '9570279']"
9570199,"['9570190', '9570463', '9570592', '9570705', '9569918']"
9538287,"['9538278', '9500319', '9538257', '9538084', '9500861', '9000384', '9538137', '9538250']"
9569919,"['9570114', '9570032', '9570167', '9569979', '9570077', '9569924']"
9570077,"['9570114', '9569907', '9570215', '9569919', '9569924', '9570174', '9569926']"
9592238,"['9592549', '9592646', '9592687', '9592654', '9592642']"
9545472,"['9545675', '9545725', '9545529', '9545534']"
9569924,"['9570172', '9570167', '9569919', '9570077', '9570174', '9569926']"
9569918,"['9569944', '9570190', '9570462', '9570463', '9570199', '9569951', '9570104', '9569987']"
9001276,"['9592498', '9592592', '9592623', '9001277', '9592576']"
9570174,"['9570077', '9569924', '9569926']"
9571115,"['9571055', '9570928', '9570931', '9571095']"
9538397,"['9538057', '9538086', '9538150', '9538227', '9538211', '9538032']"
9545534,"['9545572', '9545768', '9592239', '9592635', '9545675', '9545725', '9545472', '9545659', '9592309']"
9500861,"['9538278', '9538287']"
9592642,"['9592549', '9592590', '9592646', '9592369', '9592238', '9592470']"
9571042,"['9570853', '9570940', '9570863', '9570858', '9571104']"
9570900,"['9570877', '9571009', '9570943', '9570858', '9571104', '9570798', '9570908', '9571030']"
9545386,"['9545596', '9545699', '9545702', '9545778', '9545594', '9545476', '9545608', '9545495']"
9570279,"['9545545', '9570417', '9570438', '9570686', '9570264', '9001270', '9001269']"
9545310,"['9544950', '9545157', '9545291', '9544960', '9545171']"
9545494,"['9545738', '9545521', '9545536', '9545591']"
9569951,"['9569918', '9570104', '9569987']"
9001270,"['9570438', '9570279', '9001269']"
9001269,"['9545545', '9545575', '9570438', '9570279', '9001270', '9545429']"
9538032,"['9439475', '9538086', '9538150', '9538173', '9538397', '9538337']"
9001277,"['9592278', '9592498', '9592592', '9001276', '9592245']"
9570952,"['9570992', '9592414', '9571120', '9592350', '9570783']"
9570998,"['9570796', '9570890', '9570926', '9570961', '9570775', '9571029']"
9592350,"['9570841', '9570949', '9592689', '9592414', '9570952', '9592644', '9570934', '9570783']"
9592470,"['9592427', '9592590', '9592646', '9592369', '9592642', '9592614']"
9570196,"['9569992', '9569876', '9569928']"
9569928,"['9569992', '9570153', '9570203', '9570217', '9570130', '9569876', '9570196', '9570156', '9569900']"
9571029,"['9570890', '9570926', '9570998', '9571095', '9570962']"
9538337,"['9439475', '9538047', '9538162', '9538173', '9538032', '9538332']"
9538220,"['9538133', '9538248', '9538215', '9538350', '9538324']"
9545659,"['9545572', '9545768', '9545453', '9545534', '9545477']"
9545608,"['9545420', '9545667', '9545589', '9545476', '9545386', '9545495']"
9545223,"['9545192', '9545344', '9545045', '9545123', '9545130']"
9545171,"['9544950', '9545111', '9545291', '9545310', '9545239']"
9545429,"['9538486', '9545575', '9570438', '9570284', '9001269', '9545525']"
9569972,"['9570175', '9570242', '9570238', '9570110', '9570004', '9570184', '9001227']"
9592245,"['9592278', '9592440', '9592498', '9001277', '9592391', '9592575']"
9545123,"['9545192', '9545306', '9545223', '9545222', '9545130']"
9592644,"['9570949', '9592689', '9592471', '9592350', '9592428', '9592373', '9000836']"
9545477,"['9545572', '9545453', '9545509', '9545659', '9545733', '9545728']"
9569872,"['9570115', '9570253', '9570116', '9570004', '9570206']"
9545239,"['9544950', '9545111', '9545330', '9545337', '9545700', '9545171', '9545151']"
9545591,"['9545767', '9545738', '9545442', '9545684', '9545536', '9545494', '9545672']"
9592614,"['9592239', '9592427', '9592646', '9592717', '9592470', '9592309']"
9538350,"['9538133', '9538343', '9538220', '9538324', '9538124']"
9545525,"['9538486', '9545449', '9545575', '9545429', '9000390', '9545610']"
9570206,"['9569873', '9570016', '9570115', '9570253', '9569872', '9569949']"
9001227,"['9570067', '9570175', '9570253', '9545344', '9570004', '9569972', '9001226', '9569942', '9545130']"
9570156,"['9570064', '9570130', '9569928', '9569900']"
9545151,"['9545093', '9545330', '9545700', '9545746', '9545239', '9545013']"
9592391,"['9592278', '9592692', '9592245', '9592575']"
9569900,"['9569941', '9569978', '9570064', '9570150', '9570153', '9570257', '9569928', '9570156', '9569912']"
